income_100k,debt_100k,defaulted
2.211,0.496,0
1.105,0.439,0
3.241,0.320,0
1.269,0.319,0
3.354,0.478,0
2.399,0.679,0
0.989,0.425,0
1.207,0.649,0
3.439,0.554,0
2.325,0.569,0
1.381,0.509,0
1.624,0.753,0
1.620,0.650,0
1.046,0.154,0
1.354,0.743,0
1.100,0.681,0
1.221,0.463,0
1.828,0.705,0
0.962,0.442,0
2.055,0.687,1
1.556,0.401,0
2.088,0.929,0
2.211,0.776,0
2.597,0.294,0
1.966,0.441,0
2.037,0.939,0
1.366,0.800,0
1.914,0.693,0
0.987,0.349,0
1.326,0.445,0
2.076,0.702,0
1.447,0.754,0
1.811,0.637,0
0.920,0.410,0
2.744,0.568,0
1.142,0.492,0
1.770,0.343,0
1.466,0.355,0
2.255,0.415,0
1.246,0.286,0
0.943,0.826,0
0.629,0.971,0
1.290,1.034,0
0.864,0.422,0
1.885,0.428,0
2.837,0.733,0
0.543,0.498,0
0.828,0.541,0
1.703,0.541,0
2.585,0.269,0
1.700,1.267,0
1.714,0.296,0
1.861,0.274,0
1.920,0.986,0
3.109,0.355,0
1.952,1.137,0
0.846,0.768,0
1.196,0.774,1
1.628,0.521,0
1.027,0.299,0
1.316,0.338,0
1.168,0.675,0
1.079,0.603,0
2.026,0.334,0
1.242,0.346,0
0.904,0.401,0
1.072,0.617,0
1.506,0.808,0
3.846,1.036,0
1.664,0.523,0
2.896,1.376,0
1.852,0.938,0
0.560,1.409,1
1.757,0.399,0
1.007,0.870,0
0.803,1.143,0
0.909,0.247,0
3.325,1.046,0
0.725,0.796,0
1.118,1.044,0
2.500,0.700,0
2.000,1.178,0
0.682,0.509,0
1.408,0.483,0
1.172,0.937,0
1.355,0.939,0
2.080,0.311,0
1.140,1.213,0
1.280,1.196,0
2.866,1.105,0
0.642,0.433,0
1.250,1.252,1
1.830,0.841,0
0.841,1.047,1
1.112,0.621,0
0.816,0.507,0
1.587,0.438,0
1.115,0.460,0
2.113,1.030,0
2.349,0.423,0
1.510,0.459,0
1.245,0.761,0
1.664,0.555,0
1.518,0.214,0
0.852,0.450,0
2.403,0.526,0
1.638,1.506,0
2.114,0.910,0
0.797,0.375,0
2.200,0.355,0
3.842,0.500,0
1.954,0.720,0
0.766,0.421,0
1.503,0.805,0
1.439,0.302,0
1.631,0.760,0
1.329,1.203,0
1.850,0.155,0
1.197,0.628,0
1.640,0.730,0
1.081,0.810,0
1.545,0.673,0
2.320,0.616,0
1.182,0.742,0
1.999,0.676,0
0.987,0.669,0
1.247,1.476,0
1.326,1.101,1
2.600,1.043,0
1.043,0.455,0
2.566,0.492,0
0.759,1.120,0
1.374,0.365,0
2.234,1.097,0
2.024,0.311,0
0.933,1.977,0
0.846,1.234,0
2.198,0.476,0
0.832,0.499,0
1.920,0.215,0
1.164,0.621,0
1.467,1.201,0
4.223,0.882,0
2.983,0.555,0
2.160,1.896,1
0.789,0.856,0
1.705,0.794,0
1.510,0.545,0
1.408,0.869,0
2.707,2.569,1
0.675,0.810,0
1.703,0.263,0
1.561,0.716,1
1.047,1.764,1
3.232,1.201,0
0.828,0.485,0
1.492,0.768,1
1.528,0.291,0
0.543,0.896,0
0.768,0.400,0
0.947,0.481,0
2.108,0.472,0
2.264,0.436,0
1.930,1.571,0
1.642,1.399,1
0.541,0.547,0
1.624,0.671,0
1.165,1.562,0
2.508,0.547,0
2.716,0.503,0
4.076,0.406,0
2.032,1.462,0
2.133,0.696,0
0.920,0.641,0
1.525,0.509,0
0.838,0.393,0
2.213,1.059,0
0.854,0.422,0
1.334,0.483,0
1.012,0.261,0
1.187,0.355,0
1.811,0.484,0
1.137,0.491,0
1.625,0.284,0
0.930,0.459,0
2.778,0.591,0
1.095,0.158,0
2.331,0.866,0
3.895,0.548,0
0.483,0.311,0
0.934,0.549,0
1.337,0.803,0
2.505,0.632,0
1.177,0.648,0
1.746,0.638,0
1.052,0.896,1
1.898,0.307,0
0.843,0.463,0
2.151,0.777,0
0.374,0.642,0
0.619,0.360,0
3.370,0.545,0
1.587,0.437,0
0.974,0.640,0
4.018,0.262,0
2.372,0.267,0
2.458,0.293,0
1.209,0.589,0
1.949,2.354,1
1.849,1.065,0
0.686,1.211,1
1.924,0.635,0
1.347,1.473,0
2.643,0.763,0
2.667,0.655,0
1.092,1.125,0
1.111,0.331,0
1.600,0.197,0
1.979,0.335,0
1.213,1.334,0
1.390,1.018,0
1.939,0.697,0
1.779,0.556,0
2.498,0.576,0
1.634,0.776,1
0.975,0.398,0
0.652,0.951,0
2.125,0.376,0
1.256,1.291,0
1.248,0.527,0
1.281,0.385,0
0.711,0.541,0
1.223,0.384,0
0.442,0.587,1
1.216,0.241,0
0.969,0.485,0
3.408,0.656,0
1.797,0.773,0
1.326,0.512,0
1.577,1.201,0
2.047,0.255,0
1.032,0.560,0
1.316,0.486,0
1.242,0.626,0
4.595,0.547,0
1.512,1.316,0
0.591,0.628,0
2.111,0.383,0
4.819,2.376,0
0.941,0.642,0
6.000,0.577,0
1.420,1.009,0
2.320,0.457,0
1.127,0.557,0
1.290,0.997,0
0.828,0.334,0
0.897,0.493,0
0.543,1.039,0
2.479,1.643,0
0.859,0.602,0
1.734,0.594,1
1.701,1.125,0
1.082,0.285,0
1.493,0.433,0
1.398,0.411,0
1.161,0.209,0
1.494,0.133,0
1.494,0.505,0
0.910,1.022,0
0.801,0.897,0
0.985,1.236,0
1.543,0.146,0
2.769,0.581,0
2.883,1.283,0
1.687,0.395,0
2.263,0.313,0
1.544,0.757,0
2.434,0.633,0
1.547,0.884,0
1.750,0.627,0
1.278,1.223,0
1.454,0.912,0
3.518,0.721,0
0.836,0.514,0
1.459,0.918,0
1.107,0.441,0
2.276,1.052,0
3.386,1.166,0
1.260,1.045,1
0.402,0.318,0
1.939,0.798,0
1.939,0.768,0
0.666,1.006,0
1.301,0.273,0
1.411,0.457,0
0.497,0.605,0
1.993,1.332,1
1.786,0.458,0
1.627,1.019,0
0.888,0.682,0
1.045,1.780,0
1.083,0.751,0
1.818,0.266,0
0.920,0.544,0
2.876,0.724,0
1.734,1.247,0
0.527,0.901,0
3.187,0.543,0
1.565,0.320,0
1.124,0.643,0
1.524,0.592,0
0.620,1.292,0
1.587,1.041,0
0.461,0.297,0
0.901,0.182,0
2.733,0.506,0
2.617,0.731,0
1.238,0.375,0
0.924,0.478,0
2.244,1.198,0
1.417,0.940,1
1.602,0.250,0
1.944,0.762,0
0.877,0.689,0
2.101,0.567,0
0.539,0.857,0
2.874,0.867,0
0.695,2.413,1
1.080,0.716,0
1.059,0.427,0
2.037,0.484,0
2.054,0.932,0
1.713,1.793,1
1.867,0.878,0
1.803,0.846,0
1.399,0.732,0
0.591,0.498,0
0.491,0.660,0
0.492,0.330,0
1.414,0.948,0
1.300,0.818,0
1.354,0.700,0
1.606,0.399,0
1.294,0.551,0
0.904,0.466,0
0.714,0.747,0
0.593,0.544,1
2.555,0.771,0
2.210,1.048,0
0.765,1.257,0
1.269,0.366,1
1.775,0.530,0
3.050,0.352,0
1.087,1.244,0
1.566,0.402,0
2.483,1.314,0
0.638,0.485,1
1.022,1.105,0
1.415,0.474,0
1.027,0.563,0
3.889,0.680,0
2.166,0.667,0
1.580,0.587,0
0.917,0.911,1
2.165,1.212,0
1.939,1.012,0
1.130,0.491,1
1.174,0.234,0
0.724,0.676,0
1.388,0.138,0
2.162,0.914,0
2.304,0.889,0
1.890,0.331,0
2.120,0.871,0
1.091,0.446,0
1.153,1.259,0
2.533,0.421,0
1.778,0.406,0
0.990,0.447,0
1.820,0.724,0
2.124,0.364,0
2.004,2.145,0
1.512,0.521,0
1.128,1.636,1
1.734,0.546,0
3.186,0.537,0
1.540,0.435,0
1.050,0.423,0
1.685,0.806,0
0.805,1.214,1
1.600,0.675,0
1.248,0.394,0
2.251,0.714,0
1.507,0.416,0
2.350,0.150,0
4.225,0.681,0
1.296,0.249,0
0.970,0.453,0
1.781,0.655,0
1.377,0.513,0
1.534,0.553,0
1.082,1.466,1
1.862,1.066,0
1.482,1.441,1
0.521,0.714,0
1.284,0.720,0
1.677,1.649,0
2.491,0.455,0
1.094,0.762,0
0.985,0.684,0
2.457,0.746,0
1.078,0.878,0
1.506,0.679,0
1.789,0.985,0
2.025,0.404,0
1.439,0.832,0
0.852,0.363,1
2.301,1.136,0
1.170,1.078,0
1.123,0.569,0
3.665,0.484,0
2.162,0.626,0
0.873,0.855,0
1.144,0.282,0
1.277,0.370,0
1.009,1.050,0
0.584,0.565,0
2.085,0.318,0
2.059,0.192,0
1.606,0.499,0
1.187,0.247,0
1.582,0.677,0
1.930,0.605,0
0.880,1.692,1
1.226,0.323,0
1.103,0.887,0
1.983,0.332,0
1.618,0.362,0
0.781,0.564,0
1.073,0.400,0
3.266,1.669,0
0.910,0.611,0
1.536,0.420,0
1.067,2.167,1
2.561,0.410,0
1.389,0.514,0
1.167,0.560,0
0.827,0.413,0
1.276,0.865,0
2.105,1.185,0
1.957,0.314,0
0.771,0.482,0
2.960,0.511,0
1.274,0.295,0
0.875,0.308,0
1.517,0.511,0
1.069,0.385,0
1.091,0.736,0
1.064,0.964,1
1.370,0.687,0
1.131,0.724,0
0.644,0.380,0
1.821,0.451,0
1.120,0.764,0
2.492,0.842,0
1.832,0.592,0
1.902,0.829,0
1.553,0.543,0
2.609,0.333,0
1.225,0.731,0
0.898,0.495,0
1.675,0.250,0
0.402,0.969,0
1.201,0.760,1
1.576,0.912,0
1.175,0.482,0
2.560,1.363,0
1.976,0.799,0
1.503,1.041,0
1.183,0.438,0
2.373,0.525,0
1.040,1.225,0
1.175,0.611,0
2.017,0.627,0
1.880,1.367,1
3.672,1.145,0
1.288,0.700,0
0.594,1.706,0
1.936,0.282,1
2.556,0.599,0
1.319,0.463,0
2.940,1.355,0
3.259,1.433,0
1.045,0.482,0
1.139,0.671,0
0.796,1.022,0
1.832,0.820,0
1.988,0.716,0
1.886,1.055,0
0.802,1.742,0
0.998,0.664,0
0.732,0.348,0
0.673,0.589,0
0.761,0.611,0
0.682,0.511,0
1.307,0.903,1
1.731,0.919,0
1.901,1.007,0
1.408,0.803,0
1.041,0.717,0
1.415,0.364,0
1.852,0.522,0
1.239,0.397,0
1.456,0.740,0
1.233,0.587,1
1.114,0.612,0
1.443,0.824,0
0.846,0.535,0
2.314,1.095,0
0.688,1.084,0
1.759,0.381,0
0.755,1.244,1
2.861,0.523,0
2.125,0.427,0
0.974,0.530,0
1.153,0.321,0
0.841,0.747,0
1.382,1.176,0
1.718,0.282,0
4.640,0.781,0
0.754,0.848,0
2.522,0.883,0
1.084,0.876,0
1.613,0.785,0
2.133,0.490,0
1.825,0.997,0
1.726,0.744,0
1.295,0.949,0
1.414,0.736,0
1.523,0.545,0
2.472,0.610,0
0.719,0.860,0
1.130,1.077,0
0.797,0.230,0
0.908,0.320,0
0.981,0.266,0
2.359,0.473,0
3.829,0.440,0
2.657,0.693,0
0.820,0.533,0
1.469,1.254,0
0.839,0.452,0
1.744,0.430,0
2.556,0.406,0
1.862,0.533,0
2.123,0.679,0
1.325,0.484,0
0.570,0.384,0
0.567,0.305,0
1.356,0.686,0
1.851,0.468,0
2.554,0.372,0
1.208,0.541,0
1.469,0.741,0
1.597,1.818,0
2.320,1.457,0
1.374,0.391,0
0.855,0.492,0
2.341,0.224,0
1.716,0.223,0
1.693,0.237,0
0.788,1.001,1
1.414,0.574,0
0.641,0.288,0
0.561,0.437,1
1.271,0.477,0
1.160,0.439,0
1.845,1.337,1
2.763,0.226,0
1.396,0.489,0
3.243,0.705,0
1.081,0.797,0
2.019,0.199,0
0.790,0.683,0
1.504,0.321,0
1.226,0.458,0
1.288,0.270,0
1.863,0.928,0
0.594,3.164,1
1.497,1.054,0
0.975,0.531,0
1.498,0.248,0
1.701,0.979,0
1.195,1.162,0
1.195,0.349,0
0.833,1.017,0
1.828,0.243,0
1.040,0.318,0
1.742,0.670,0
0.734,0.299,0
2.669,0.923,0
0.885,1.314,0
2.421,0.643,0
1.154,0.806,0
1.825,1.441,0
1.328,0.818,0
1.942,1.239,0
1.422,1.325,0
2.550,0.361,0
1.935,1.972,1
1.943,1.166,0
3.067,0.681,0
1.028,0.969,1
2.588,0.744,0
1.466,0.711,0
0.717,0.374,0
1.769,0.511,0
1.291,0.531,0
3.092,1.117,0
1.131,0.813,0
1.452,0.783,0
1.581,0.596,0
0.589,1.226,1
1.794,0.176,0
0.897,0.394,0
2.717,1.043,0
3.061,0.511,0
1.413,0.888,0
0.683,1.454,0
1.543,0.965,0
1.539,0.293,0
1.979,0.563,0
1.238,0.347,0
0.819,0.813,0
1.329,1.092,0
0.926,0.560,0
3.215,0.830,0
1.024,0.572,0
1.050,1.735,1
1.389,0.680,1
0.801,0.717,0
1.155,0.854,1
1.333,1.104,0
1.133,0.914,0
1.264,0.627,0
2.516,0.655,0
1.733,0.830,1
0.765,0.866,0
1.164,0.523,0
2.002,0.471,0
1.051,0.563,0
1.474,0.811,0
1.400,0.504,0
1.811,0.362,0
1.306,0.535,0
1.330,0.493,0
0.955,0.875,0
1.675,0.487,0
0.925,0.515,0
3.157,1.697,0
1.406,0.805,0
1.280,0.393,0
2.041,1.195,0
1.365,0.527,0
1.478,0.417,0
1.385,0.895,1
1.016,0.305,0
0.928,0.617,0
1.028,0.856,1
2.391,0.942,0
1.062,0.485,0
1.177,0.492,0
1.154,0.611,0
1.958,1.202,0
3.537,0.250,0
0.927,0.979,0
1.827,0.747,0
1.499,1.304,0
1.234,0.356,0
1.791,1.166,0
0.790,0.406,0
2.083,0.747,0
1.571,0.521,0
0.896,0.177,0
2.958,0.620,0
2.100,0.785,0
2.424,1.003,0
0.726,0.460,1
1.252,0.348,0
1.115,0.925,0
1.894,0.531,0
2.649,1.104,0
0.590,1.346,0
1.432,0.567,0
1.339,0.586,0
2.248,0.439,0
1.393,0.222,0
0.790,0.638,0
1.298,0.936,0
0.881,1.115,0
0.992,0.634,0
1.447,1.683,0
1.137,0.487,0
1.614,0.633,1
0.706,0.483,1
4.130,0.509,0
2.536,0.555,0
1.974,0.448,0
0.783,0.515,0
0.526,0.744,0
0.954,0.680,0
1.275,0.372,0
3.962,0.837,0
2.589,0.419,0
1.114,0.815,0
2.474,0.667,0
2.492,0.235,0
1.429,0.374,0
2.484,1.055,0
1.652,0.459,0
1.050,0.456,0
0.826,0.512,0
1.341,0.682,0
2.246,0.868,0
0.761,0.551,0
0.676,1.554,1
1.828,0.477,0
0.406,0.504,0
3.282,0.584,0
1.159,0.702,0
1.988,1.382,0
3.339,2.198,0
0.728,0.538,0
0.875,0.589,0
3.981,0.896,0
1.245,0.604,0
1.338,1.010,0
1.575,0.369,0
2.308,1.006,0
2.611,0.205,0
1.493,0.848,0
1.216,0.914,0
1.395,2.370,1
1.632,0.399,0
2.592,0.926,0
1.510,0.904,0
3.279,0.392,0
0.956,0.736,0
1.813,0.412,0
3.183,0.349,0
2.567,0.291,0
1.654,0.572,0
0.945,0.369,0
1.023,0.215,0
1.320,0.746,0
1.637,0.260,0
1.265,0.924,0
0.726,0.728,0
1.010,0.415,0
1.801,0.278,0
2.084,0.396,0
0.745,0.314,0
1.200,0.524,0
0.657,0.527,0
1.095,2.359,1
6.000,0.211,0
1.461,0.467,0
1.211,0.858,0
1.082,1.101,0
0.813,1.300,1
0.603,0.380,0
1.392,0.978,0
1.250,0.139,0
2.801,0.567,0
0.668,1.005,0
1.734,0.931,0
2.631,0.302,0
0.577,0.411,0
1.921,0.203,0
0.676,0.429,0
1.805,0.306,0
2.798,0.737,0
1.417,0.426,0
1.619,0.876,0
1.031,0.600,0
1.621,0.533,1
2.389,1.631,0
1.305,1.187,1
1.331,0.315,0
1.698,1.332,0
2.073,0.956,0
0.668,1.293,0
1.459,0.810,0
1.036,0.244,0
1.784,0.521,0
2.287,0.174,0
1.638,0.301,0
2.572,0.438,0
0.900,1.255,1
1.176,0.650,0
0.900,0.715,0
1.459,0.944,0
1.484,0.392,0
1.296,1.149,1
0.812,0.716,1
1.370,0.380,0
1.161,0.468,0
1.875,0.558,0
1.254,0.880,0
2.425,1.363,0
1.579,0.539,0
0.604,0.564,0
1.311,1.668,0
0.735,3.523,1
2.217,1.671,1
2.747,0.705,0
1.402,0.524,0
1.741,0.917,0
0.730,0.748,0
0.504,0.415,0
1.100,1.318,0
1.262,2.481,1
0.707,0.404,0
1.481,0.416,0
1.640,0.484,0
1.909,0.322,0
2.898,0.984,0
2.062,0.293,0
1.200,0.909,0
1.491,0.786,0
1.873,0.950,0
0.878,0.286,0
2.617,0.688,0
2.151,0.737,0
1.280,1.024,0
1.059,0.778,0
6.000,0.465,0
2.092,1.176,1
2.190,1.341,0
3.252,1.318,1
2.233,0.425,0
1.566,0.845,0
1.965,0.389,0
0.933,0.580,0
1.976,0.955,0
0.700,0.293,0
1.728,2.850,1
1.838,1.232,0
0.694,0.420,0
3.444,0.468,0
0.838,0.611,0
2.304,0.589,0
1.116,0.331,0
1.644,0.592,0
1.052,0.276,0
4.490,0.455,0
2.292,1.676,0
3.282,0.614,0
2.046,0.516,0
1.967,1.489,0
1.530,0.756,0
1.279,0.892,0
1.891,0.467,0
1.539,1.152,0
1.333,0.532,0
0.758,1.022,0
1.242,0.901,0
1.891,1.623,0
1.152,1.091,1
1.680,0.630,0
1.341,0.358,0
0.890,0.540,0
0.944,0.437,0
1.018,1.460,0
1.253,0.500,1
1.270,0.183,0
2.401,0.783,0
0.869,0.990,0
0.558,0.387,0
1.967,0.939,0
1.162,0.310,0
1.358,0.726,0
4.650,0.583,0
2.819,0.754,0
1.883,0.800,0
2.221,0.441,0
1.517,0.986,0
2.235,0.484,0
1.083,0.678,0
1.034,1.378,1
1.158,0.385,0
2.978,0.662,0
2.947,1.520,0
1.087,1.263,0
2.457,0.439,0
1.336,0.454,0
2.361,0.857,0
1.242,0.445,0
2.237,0.662,0
1.367,0.302,0
1.261,0.899,0
1.425,0.265,0
1.549,0.684,0
1.101,0.932,0
0.766,0.441,0
3.149,0.270,0
1.201,0.318,0
0.622,0.223,0
0.505,1.690,1
0.395,0.222,0
1.086,0.314,0
2.700,0.760,0
0.678,0.653,1
1.243,1.115,0
0.617,1.305,0
2.401,0.813,0
1.708,0.614,0
1.675,0.467,0
2.694,0.575,0
3.088,1.067,0
2.324,0.888,0
1.105,0.895,1
0.782,0.254,0
0.891,0.418,0
0.642,0.436,0
3.329,0.472,0
1.322,0.356,0
1.533,0.923,0
1.582,1.136,0
3.676,1.722,0
1.113,0.477,0
2.497,0.601,0
1.663,0.669,0
1.347,0.633,0
0.595,0.401,0
2.212,0.985,0
1.024,0.210,0
1.169,0.488,0
1.605,0.224,0
1.511,0.898,0
2.433,0.296,0
1.060,0.337,0
1.560,0.631,0
1.645,0.359,0
1.464,0.729,0
1.982,0.514,0
1.286,1.868,1
2.528,0.325,0
1.041,0.406,0
0.743,0.870,0
1.419,0.679,1
2.500,0.813,0
1.139,0.542,0
1.082,1.072,0
1.232,0.770,0
1.561,1.316,1
1.334,0.302,0
1.671,0.732,0
0.653,0.563,0
2.896,0.793,0
1.895,0.379,0
0.971,0.994,0
2.732,0.306,0
1.782,1.037,0
2.861,0.861,0
0.839,0.236,0
3.120,0.793,0
1.478,0.219,0
0.558,0.869,0
2.051,0.263,0
1.258,0.613,1
0.905,0.549,0
1.309,0.260,0
0.588,0.229,0
1.896,0.839,0
1.309,0.488,0
1.276,1.160,0
2.786,0.621,0
1.470,2.907,1
1.065,0.702,0
0.931,1.687,0
1.406,0.774,0
2.369,0.669,0
1.105,0.860,0
0.894,0.421,0
2.218,0.448,0
1.487,1.592,1
1.430,0.576,0
3.802,0.339,0
0.824,0.849,0
1.586,0.404,0
0.635,0.670,0
1.259,1.201,0
1.899,1.311,0
2.437,1.756,1
0.803,1.228,0
2.130,0.925,0
2.079,0.872,0
1.366,0.761,0
4.524,0.633,0
1.447,2.266,0
0.962,0.620,0
1.761,1.631,0
0.610,0.607,0
2.980,1.267,0
2.286,0.135,0
1.202,0.707,0
1.922,0.461,0
1.854,1.551,0
3.544,1.493,0
1.087,0.462,0
0.795,0.626,0
0.563,1.090,0
1.261,0.774,0
0.699,0.692,0
1.334,1.126,1
1.749,0.319,0
1.178,1.603,0
0.933,0.845,0
2.512,0.135,0
1.318,0.399,0
1.610,0.633,0
2.247,2.322,1
0.790,0.661,0
0.943,0.290,0
4.600,1.413,0
1.344,0.831,0
0.892,0.666,1
1.285,1.193,0
1.108,0.541,0
0.818,0.630,1
1.196,1.168,0
1.432,0.858,0
1.436,1.152,0
1.855,0.550,0
0.648,1.709,0
0.723,0.308,0
2.084,0.317,0
1.177,0.893,0
2.540,0.571,0
1.664,0.758,0
0.752,0.693,0
1.853,0.624,0
0.905,0.378,0
1.630,0.805,0
2.555,1.401,0
3.846,0.429,0
1.400,1.932,0
1.997,1.618,1
1.661,0.428,0
2.085,1.064,0
0.444,0.373,0
1.208,0.637,0
1.654,0.374,0
1.797,0.509,0
1.020,0.246,0
2.118,0.627,0
2.409,0.384,0
1.493,0.418,0
1.302,0.231,1
1.226,0.698,0
1.542,1.948,1
2.496,0.559,0
2.893,0.628,0
1.163,0.365,0
0.940,0.527,1
1.002,0.426,0
2.280,0.289,0
1.602,0.418,0
1.660,0.513,0
1.807,0.809,0
1.720,0.565,0
1.366,0.794,0
0.894,1.387,0
1.087,1.131,0
1.530,0.539,0
1.734,0.256,0
1.219,0.611,0
1.193,0.709,0
2.720,1.172,0
1.166,0.731,0
1.602,3.135,1
1.248,0.566,0
0.973,0.972,0
0.718,0.408,0
1.128,0.388,1
0.990,0.573,0
2.138,0.754,0
0.851,0.985,0
1.195,0.119,0
1.956,1.250,1
1.373,1.534,0
1.817,1.417,0
2.125,1.074,0
0.673,0.628,0
1.196,0.913,0
0.929,1.365,0
2.691,0.393,0
1.370,0.970,1
1.817,0.886,0
3.160,0.621,0
1.228,1.798,1
1.496,0.457,0
1.745,0.390,0
1.279,0.652,0
2.575,0.473,0
2.105,1.397,0
2.291,0.268,0
1.478,0.324,0
1.235,0.792,0
1.228,1.005,0
1.223,0.347,0
0.680,1.362,0
1.707,0.232,0
2.099,1.172,0
1.439,0.407,0
1.151,0.512,0
1.470,1.786,0
1.602,0.641,0
1.679,0.465,0
3.294,0.756,0
0.976,1.871,1
1.707,0.687,0
1.982,0.433,0
1.497,0.741,1
1.298,0.334,0
0.904,0.452,0
1.101,0.483,0
1.995,0.941,0
2.807,0.504,0
1.070,0.859,0
1.792,1.241,0
1.832,1.568,0
2.290,0.260,0
1.615,0.639,0
1.768,0.349,0
2.173,0.935,1
0.849,0.755,0
1.475,0.654,0
0.645,0.491,0
0.587,0.387,0
0.992,0.259,0
0.715,1.117,0
1.819,0.589,0
2.271,0.668,0
1.256,0.783,0
1.355,1.014,0
1.298,1.849,1
1.281,0.595,0
1.535,0.940,0
1.693,0.267,0
1.169,0.529,0
1.009,0.445,0
1.139,0.465,0
2.077,1.239,0
1.192,0.696,0
2.789,0.680,0
1.292,0.685,0
2.685,0.580,0
0.839,0.581,0
1.052,0.460,0
1.792,0.489,0
1.800,0.519,0
1.343,0.594,0
3.639,0.235,0
1.490,0.680,0
1.644,0.642,0
1.113,0.823,0
3.056,0.356,0
2.126,0.393,0
1.738,1.015,0
0.686,0.442,0
1.699,0.851,0
1.167,0.453,0
1.722,0.340,0
2.180,0.295,0
1.027,0.469,0
1.590,0.506,0
2.145,0.335,0
1.551,1.421,0
1.242,0.662,0
0.892,0.403,0
1.064,1.479,0
0.811,1.027,0
2.252,0.433,0
1.510,0.374,0
0.831,0.592,0
1.437,0.974,0
0.804,0.305,0
0.326,1.227,0
2.486,0.531,0
2.445,1.033,0
0.739,0.607,0
1.041,0.855,0
1.580,0.930,0
1.211,1.326,0
0.978,0.445,0
1.141,1.842,1
1.291,0.328,0
1.121,0.779,0
1.583,0.950,0
1.296,0.667,0
1.021,1.066,0
1.455,0.273,0
0.680,0.642,0
2.762,1.133,0
0.656,0.663,0
1.385,0.361,0
1.677,0.718,0
1.734,0.730,0
1.618,0.385,0
2.543,1.354,0
0.866,0.492,0
1.394,0.377,0
1.536,0.699,0
1.150,0.463,0
1.100,0.595,0
2.568,0.750,0
1.043,0.527,0
1.158,0.910,1
1.269,0.775,0
1.306,1.277,0
1.546,0.384,0
1.309,0.685,0
1.700,0.760,0
1.527,0.772,0
1.783,0.211,0
2.660,0.371,0
0.982,0.789,0
3.017,0.902,0
1.173,0.673,0
1.937,0.731,0
1.543,1.285,0
1.256,0.547,0
0.594,0.437,0
2.962,1.490,0
1.021,0.923,0
1.007,0.606,0
2.313,0.450,0
1.484,1.582,0
3.371,0.571,0
3.054,0.427,0
1.972,1.319,0
1.606,0.298,0
2.020,0.611,0
0.794,0.931,0
1.549,0.568,0
1.532,0.501,0
1.161,0.840,0
1.607,0.343,0
0.745,0.590,0
2.149,0.979,0
2.554,0.366,0
0.802,1.404,1
1.530,0.592,0
2.866,0.636,0
1.729,0.512,0
0.903,0.906,0
0.921,0.512,0
2.100,0.749,0
3.258,1.310,0
0.881,1.306,0
1.457,0.291,0
1.012,1.375,1
1.261,0.508,0
1.645,0.781,0
1.406,0.701,0
1.054,0.771,0
3.672,0.478,0
1.334,0.909,0
1.320,1.147,0
2.352,0.485,0
1.440,0.656,1
1.308,1.029,0
2.189,1.185,0
0.902,0.793,0
2.000,0.766,0
2.269,0.860,0
1.925,0.552,0
1.322,0.794,0
1.427,0.570,0
0.665,0.549,1
1.351,0.185,0
1.629,0.250,0
2.109,0.808,0
1.525,0.988,0
1.203,0.842,0
0.985,0.698,0
1.403,0.561,0
1.520,0.896,0
2.455,0.531,0
1.437,0.658,0
1.145,1.483,1
1.365,0.311,0
1.154,0.477,0
1.289,0.577,0
0.535,0.233,0
0.704,0.346,0
0.841,1.168,0
1.761,0.869,0
1.382,0.610,0
1.528,1.333,1
2.401,0.385,0
0.899,1.850,1
2.380,0.634,0
1.698,0.474,0
1.041,1.182,0
2.776,0.871,0
0.758,0.731,0
0.866,0.615,0
1.304,0.246,0
1.713,0.213,0
1.314,0.654,0
0.553,1.101,0
1.252,0.426,0
1.378,0.687,0
4.436,0.280,0
2.635,0.291,0
1.511,0.633,0
0.880,0.952,1
1.665,0.975,0
0.851,1.250,1
1.565,0.424,0
1.683,0.596,0
1.196,0.996,1
1.598,0.374,0
1.235,0.551,0
1.109,0.650,0
2.828,0.644,0
1.851,1.046,0
1.247,0.818,0
1.017,0.512,0
1.547,0.185,0
1.839,0.998,0
2.087,1.114,0
2.751,0.856,0
1.755,0.787,0
0.869,0.826,1
3.522,1.250,0
2.393,0.492,0
2.068,0.626,0
2.588,0.378,0
0.738,0.576,0
1.211,0.415,0
1.138,0.416,0
2.424,0.221,0
0.846,0.614,0
1.238,1.119,0
2.803,0.127,0
1.905,1.287,1
1.204,0.633,1
3.292,0.446,0
0.792,0.761,0
1.746,0.563,0
1.291,0.617,0
1.791,1.389,0
1.263,0.705,0
0.985,0.784,0
1.570,0.557,0
0.796,0.585,0
1.807,0.393,0
1.239,0.601,0
2.150,0.421,0
1.170,1.192,1
1.059,0.566,0
1.704,0.956,0
2.468,1.291,0
0.569,1.114,0
1.505,0.443,0
1.884,1.585,1
0.760,0.230,0
0.965,1.387,0
1.898,0.163,0
0.989,0.392,0
1.075,0.615,1
3.056,0.435,0
0.939,0.204,0
0.972,0.285,0
0.511,0.733,0
0.877,0.253,0
0.826,0.901,0
3.051,1.190,0
2.446,1.326,0
0.814,0.732,0
3.410,0.623,0
2.006,0.514,0
1.316,2.832,1
2.041,1.227,0
1.688,0.900,0
1.015,0.767,0
0.653,1.154,0
0.952,0.227,0
1.422,1.018,0
1.217,0.468,0
1.026,0.183,0
2.196,1.161,0
0.889,0.422,0
2.116,0.810,0
